,Unnamed: 0,name,domain,logo_url,homepage_url
135,135,'ESBATech','esbatech.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0466/50466v1-max-250x250.png','http://www.esbatech.com'
136,136,'Visiogen','visiogen.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0587/50587v1-max-250x250.jpg','http://www.visiogen.com'
137,137,'Intradigm Corporation','intradigm.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0666/50666v1-max-250x250.png','http://www.intradigm.com'
138,138,'Alnara Pharmaceuticals','alnara.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0698/50698v1-max-250x250.png','http://www.alnara.com'
139,139,'iPractice Group','ipracticegroup.com',,'http://ipracticegroup.com'
140,140,'Symphony Allegro','symphonyallegro.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0749/50749v1-max-250x250.png','http://www.symphonyallegro.com'
141,141,'Orthomimetics',,,
142,142,'Athenix','athenixcorp.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0853/50853v2-max-250x250.jpg','http://www.athenixcorp.com'
143,143,'Pearl Therapeutics','pearltherapeutics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0877/50877v2-max-250x250.jpg','http://www.pearltherapeutics.com'
144,144,'Magen BioSciences','magenbiosciences.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/0969/50969v1-max-250x250.jpg','http://www.magenbiosciences.com'
145,145,'AbCRO','abcro.com',,'http://www.abcro.com'
146,146,'Stiefel','stiefel.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/1021/51021v1-max-250x250.png','http://www.stiefel.com'
147,147,'Zymenex','zymenex.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0031/4524/314524v1-max-250x250.png','http://www.zymenex.com'
148,148,'Hi-Tech Pharmacal','hitechpharm.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0031/5047/315047v1-max-250x250.jpg','http://hitechpharm.com'
149,149,'Boca Pharmacal','bocapharmacal.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0031/6094/316094v1-max-250x250.jpg','http://bocapharmacal.com'
150,150,'Medical Communications Group','medcommunications.ca','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0031/8490/318490v1-max-250x250.jpg','http://medcommunications.ca'
151,151,'Rochester Medical Corporation','rocm.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0032/0482/320482v1-max-250x250.jpg','http://rocm.com'
152,152,'ChemSW','chemsw.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0032/0759/320759v1-max-250x250.jpg','http://chemsw.com'
153,153,'FLOWSENSE','flowsensemedical.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0032/5881/325881v1-max-250x250.jpg','http://flowsensemedical.com'
154,154,'Molecular Profiles','molprofiles.co.uk','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0032/6137/326137v1-max-250x250.jpg','http://molprofiles.co.uk'
155,155,'Calistoga Pharmaceuticals','calistogapharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2159/52159v2-max-250x250.jpg','http://www.calistogapharma.com'
156,156,'OnTrack Diabetes','ontrack.org.au','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0033/4385/334385v1-max-250x250.png','http://ontrack.org.au'
157,157,'OptiMedica','optimedica.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2481/52481v1-max-250x250.png','http://www.optimedica.com'
158,158,'Vet Therapeutics','vettherapeutics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0034/2049/342049v1-max-250x250.jpg','http://vettherapeutics.com'
159,159,'InSound Medical','insoundmedical.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2597/52597v1-max-250x250.jpg','http://www.insoundmedical.com'
160,160,'Biotech International','biotech-international.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0034/3227/343227v1-max-250x250.png','http://biotech-international.com'
161,161,'Accumetrics','accumetrics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2704/52704v1-max-250x250.jpg','http://www.accumetrics.com'
162,162,'Aragon Surgical','aragonsurgical.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2837/52837v1-max-250x250.jpg','http://www.aragonsurgical.com'
163,163,'Corthera','corthera.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2839/52839v1-max-250x250.jpg','http://www.corthera.com'
164,164,'ARYx Therapeutics','aryx.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2970/52970v1-max-250x250.jpg','http://www.aryx.com'
165,165,'LEAD Therapeutics','leadtherapeutics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/2996/52996v1-max-250x250.jpg','http://www.leadtherapeutics.com'
166,166,'APT Pharmaceuticals','aptbio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0009/6025/96025v2-max-250x250.png','http://www.aptbio.com'
167,167,'FlowCardia','flowcardia.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/3136/53136v1-max-250x250.jpg','http://www.flowcardia.com'
168,168,'CRM clinical trials','crm-ct.de','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0035/3283/353283v1-max-250x250.png','http://crm-ct.de/en'
169,169,'Correvio','correvio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0036/2181/362181v1-max-250x250.jpg','http://correvio.com'
170,170,'EOS (Ethical Oncology Science)','eosmilano.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0036/2449/362449v1-max-250x250.jpg','http://www.eosmilano.com'
171,171,'Iconix Biosciences','iconixbiosciences.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/4119/54119v1-max-250x250.jpg','http://www.iconixbiosciences.com'
172,172,'Intellikine','intellikine.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/4526/54526v1-max-250x250.jpg','http://www.intellikine.com'
173,173,'Shantha Biotechnics','shanthabiotech.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/4537/54537v1-max-250x250.jpg','http://www.shanthabiotech.com'
174,174,'Medarex','medarex.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/4542/54542v1-max-250x250.png','http://www.medarex.com'
175,175,'GlenRose Instruments','glenroseinstruments.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/4579/54579v1-max-250x250.jpg','http://www.glenroseinstruments.com'
176,176,'Constitution Medical Investors','conmedinvestors.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0037/2542/372542v1-max-250x250.png','http://conmedinvestors.com'
177,177,'Cangene','cangene.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0037/4730/374730v1-max-250x250.png','http://cangene.com'
178,178,'Compendia Bioscience','compendiabio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0015/6204/156204v1-max-250x250.jpg','http://www.compendiabio.com'
179,179,'Merge Healthcare','merge.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/5683/55683v1-max-250x250.png','http://www.merge.com'
180,180,'Confirma','confirma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/5684/55684v1-max-250x250.png','http://www.confirma.com'
181,181,'Accuri Cytometers','accuricytometers.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/6034/56034v1-max-250x250.png','http://www.accuricytometers.com'
182,182,'Cisbio.com','cisbio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0036/1498/361498v1-max-250x250.png','http://cisbio.com'
183,183,'Tripos International','tripos.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8219/58219v1-max-250x250.png','http://www.tripos.com'
184,184,'Axordia',,,
185,185,'Warner Chilcott','wcrx.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8675/58675v1-max-250x250.png','http://www.wcrx.com'
186,186,'Xphase Pharmaceuticals','xphasepharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8746/58746v1-max-250x250.jpg','http://xphasepharma.com'
187,187,'Ibis Biosciences','ibisbiosciences.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8754/58754v2-max-250x250.jpg','http://www.ibisbiosciences.com'
188,188,'PML Microbiologicals','pmlmicro.com',,'http://www.pmlmicro.com'
189,189,'Biotech IgG','biotech-igg.com',,'http://www.biotech-igg.com'
190,190,'Acambis','acambis.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8882/58882v1-max-250x250.png','http://www.acambis.com'
191,191,'ChemNavigator','chemnavigator.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8890/58890v1-max-250x250.jpg','http://www.chemnavigator.com'
192,192,'WuXi AppTec','apptecls.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8940/58940v1-max-250x250.jpg','http://www.apptecls.com'
193,193,'CellzDirect','cellzdirect.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8942/58942v1-max-250x250.jpg','http://www.cellzdirect.com'
194,194,'MedTrec',,,
195,195,'LipidViro Tech','lipidviro.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8959/58959v2-max-250x250.jpg','http://www.lipidviro.com'
196,196,'Sepracor','sepracor.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8964/58964v2-max-250x250.jpg','http://www.sepracor.com'
197,197,'Millennium Pharmaceuticals','mlnm.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/8968/58968v1-max-250x250.png','http://www.mlnm.com'
198,198,'BioAvenge',,,
199,199,'Encysive Pharmaceuticals','pfizer.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0024/9927/249927v1-max-250x250.jpg','http://pfizer.com/home'
200,200,'EUSA Pharma','eusapharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9049/59049v2-max-250x250.png','http://www.eusapharma.com'
201,201,'Ercole Biotech',,,
202,202,'Bovigen','bovigen.com',,'http://www.bovigen.com'
203,203,'Noven','noven.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9155/59155v1-max-250x250.png','http://www.noven.com'
204,204,'Protiva Biotherapeutics','protivabio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9173/59173v1-max-250x250.jpg','http://www.protivabio.com'
205,205,'LifeCell','lifecell.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9175/59175v1-max-250x250.png','http://www.lifecell.com'
206,206,'Pathogen Removal and Diagnostic Technologies',,,
207,207,'Vectoris Pharma',,,
208,208,'Vidus Ocular',,,
209,209,'Verenium','verenium.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9197/59197v1-max-250x250.png','http://www.verenium.com'
210,210,'PEAK Surgical','peaksurgical.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9223/59223v1-max-250x250.png','http://www.peaksurgical.com'
211,211,'BIOMOL International','biomol.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9312/59312v1-max-250x250.png','http://www.biomol.com'
212,212,'Iomai Corporation','iomai.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9314/59314v2-max-250x250.jpg','http://www.iomai.com'
213,213,'Memory Pharmaceuticals','memorypharma.com',,'http://www.memorypharma.com'
214,214,'Omrix Biopharmaceuticals','omrix.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9340/59340v1-max-250x250.png','http://www.omrix.com'
215,215,'BioAgra','bioagra.net','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9342/59342v1-max-250x250.jpg','http://www.bioagra.net'
216,216,'Genelabs Technologies','genelabs.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9344/59344v1-max-250x250.jpg','http://www.genelabs.com'
217,217,'V-Clip Pharmaceuticals',,,
218,218,'Acceptys','acceptys.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9347/59347v1-max-250x250.jpg','http://www.acceptys.com'
219,219,'Applied Biosystems','appliedbiosystems.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9424/59424v1-max-250x250.jpg','http://www.appliedbiosystems.com'
220,220,'Agtech Products','agtechproducts.com',,'http://www.agtechproducts.com'
221,221,'Pharmacopeia','pharmacopeia.com',,'http://www.pharmacopeia.com'
222,222,'Vaccsys','vaccsys.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9445/59445v1-max-250x250.png','http://www.vaccsys.com'
223,223,'Lipomics Technologies','lipomics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9475/59475v1-max-250x250.jpg','http://www.lipomics.com'
224,224,'Molecular Therapeutics','moleculartherapeutics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9477/59477v1-max-250x250.png','http://www.moleculartherapeutics.com'
225,225,'Roxro Pharma','roxropharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9481/59481v1-max-250x250.png','http://www.roxropharma.com'
226,226,'Zyraz Technology','zyraz.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9530/59530v2-max-250x250.png','http://www.zyraz.com'
227,227,'Paracor Medical','paracormedical.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9561/59561v1-max-250x250.jpg','http://www.paracormedical.com'
228,228,'Talima Therapeutics','talima.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9562/59562v1-max-250x250.jpg','http://www.talima.com'
229,229,'Reliant Technologies','reliant-tech.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9576/59576v1-max-250x250.png','http://www.reliant-tech.com'
230,230,'Imclone Systems','imclone.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0014/4460/144460v1-max-250x250.jpg','http://www.imclone.com'
231,231,'Amphora Discovery',,,
232,232,'BrachySciences','brachysciences.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9612/59612v1-max-250x250.png','http://www.brachysciences.com'
233,233,'Biocompatibles International','biocompatibles.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9613/59613v1-max-250x250.png','http://www.biocompatibles.com'
234,234,'Leica Biosystems St. Louis','coretech-holdings.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9636/59636v1-max-250x250.jpg','http://www.coretech-holdings.com'
235,235,'Kosan Biosciences',,,
236,236,'Tercica','tercica.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9639/59639v1-max-250x250.png','http://www.tercica.com'
237,237,'Octagen',,,
238,238,'Third Wave Technologies','twt.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0015/0268/150268v1-max-250x250.jpg','http://www.twt.com'
239,239,'Amnestix','amnestix.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9642/59642v1-max-250x250.jpg','http://www.amnestix.com'
240,240,'Mirus Bio','mirusbio.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9703/59703v1-max-250x250.jpg','http://www.mirusbio.com'
241,241,'Raven Biotechnologies',,,
242,242,'Lev Pharmaceuticals',,'http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0014/9972/149972v1-max-250x250.png',
243,243,'ViroPharma','viropharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9762/59762v2-max-250x250.jpg','http://www.viropharma.com'
244,244,'SGX Pharmaceuticals',,,
245,245,'Therapeutic Peptides','tpipeptides.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9763/59763v1-max-250x250.jpg','http://www.tpipeptides.com'
246,246,'LipoSonix','liposonix.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9766/59766v1-max-250x250.png','http://www.liposonix.com'
247,247,'MAP Pharmaceuticals','mappharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9816/59816v1-max-250x250.jpg','http://www.mappharma.com'
248,248,'DIREVO Industrial Biotechnology','direvo.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9819/59819v1-max-250x250.png','http://www.direvo.com'
249,249,'Aly Participacoes',,,
250,250,'AstraZeneca Biotech Laboratory',,,
251,251,'AorTx',,,
252,252,'Coapt Systems','coaptsystems.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9921/59921v1-max-250x250.jpg','http://www.coaptsystems.com'
253,253,'AdnaGen','adnagen.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9930/59930v1-max-250x250.jpg','http://www.adnagen.com'
254,254,'Xradia','xradia.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9933/59933v1-max-250x250.png','http://www.xradia.com'
255,255,'Bacchus Vascular','bacchus-vascular.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9936/59936v1-max-250x250.jpg','http://www.bacchus-vascular.com'
256,256,'Novathera','novathera.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9937/59937v1-max-250x250.png','http://www.novathera.com'
257,257,'Chengdu Rongsheng Pharmaceutical',,,
258,258,'Corbett Life Science',,,
259,259,'Olerup SSP',,,
260,260,'Neuropure','neuropure.com',,'http://www.neuropure.com'
261,261,'CardioDigital','cardiodigital.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9989/59989v1-max-250x250.png','http://www.cardiodigital.com'
262,262,'Talecris Biotherapeutics','talecris.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9993/59993v1-max-250x250.jpg','http://www.talecris.com'
263,263,'Diagnotec','diagnotec.cl','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9995/59995v1-max-250x250.jpg','http://www.diagnotec.cl'
264,264,'InstrumeC',,,
265,265,'Dako Denmark','dako.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0005/9997/59997v1-max-250x250.jpg','http://www.dako.com'
266,266,'NeoGuide Systems','neoguidesystems.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0022/60022v1-max-250x250.png','http://www.neoguidesystems.com'
267,267,'Innogenetics','innogenetics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0040/60040v1-max-250x250.jpg','http://www.innogenetics.com'
268,268,'Solvay Pharmaceuticals','abbott.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0042/60042v1-max-250x250.png','http://www.abbott.com'
269,269,'Evalve','evalveinc.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0050/60050v1-max-250x250.jpg','http://www.evalveinc.com'
270,270,'Zonare Medical Systems','zonare.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0051/60051v2-max-250x250.jpg','http://www.zonare.com'
271,271,'Origen Therapeutics','origentherapeutics.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0055/60055v1-max-250x250.png','http://www.origentherapeutics.com'
272,272,'ValiPharma','valirx.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0099/60099v1-max-250x250.png','http://www.valirx.com/valipharma'
273,273,'Arius Research','ariusresearch.com',,'http://www.ariusresearch.com'
274,274,'KangChern Environmental Science & Technology','kangchern.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0104/60104v1-max-250x250.png','http://www.kangchern.com'
275,275,'BioSeek','bioseekinc.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0117/60117v1-max-250x250.jpg','http://www.bioseekinc.com'
276,276,'Ilypsa','ilypsa.com',,'http://www.ilypsa.com'
277,277,'Cytyc','cytyc.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0015/0266/150266v1-max-250x250.png','http://www.cytyc.com'
278,278,'Adiana','adiana.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0308/60308v1-max-250x250.png','http://www.adiana.com'
279,279,'Piramed',,,
280,280,'IUT Institut fÃ¼r Umwelttechnologien','iut-berlin.info','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0327/60327v1-max-250x250.jpg','http://www.iut-berlin.info/17.0.html?&L=1'
281,281,'Atlanchim Pharma','atlanchim.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0330/60330v1-max-250x250.png','http://www.atlanchim.com'
282,282,'Karyon-CTT','karyon.fi',,'http://www.karyon.fi'
283,283,'ESS Magyarorszag','esshungary.eu',,'http://www.esshungary.eu'
284,284,'Catapult Genetics','geneticsolutions.com.au',,'http://www.geneticsolutions.com.au'
285,285,'Cartela AB','cartela.se',,'http://www.cartela.se'
286,286,'Clarient','clarientinc.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0539/60539v2-max-250x250.png','http://www.clarientinc.com'
287,287,'Biotec Centre','biotec-dmpk-adme.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0657/60657v1-max-250x250.png','http://www.biotec-dmpk-adme.com'
288,288,'Labtec','labtec-pharma.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0659/60659v1-max-250x250.jpg','http://www.labtec-pharma.com'
289,289,'ViRexx Medical',,,
290,290,'Paladin Labs','paladin-labs.com','http://s3.amazonaws.com/crunchbase_prod_assets/assets/images/resized/0006/0661/60661v1-max-250x250.png','http://www.paladin-labs.com'
